"","transaction_id","transaction_date","customer_type","product","category","quantity","amount","payment_method","city","sales_rep"
"1317",2180,"2022-07","Online","tablet","electronics",2,1970.06,"cash","washington","Fatima"
"1318",2183,"2023-02","Wholesale","tablet","office",2,1527.74,"cheque","new york","Sara"
"1319",2184,"2022-05","Wholesale","mouse","electronics",1,1527.74,"card","new york","Ali"
"1320",2185,"2024-03","Retail","tablet","office",2,2460.48,"card","chicago","Sara"
"1321",2188,"2023-12","Online","mouse","electronics",2,2695.37,"transfer","chicago","John"
"1322",2189,"2022-09","Online","tablet","electronics",3,1527.74,"card","new york","Fatima"
"1323",2190,"2023-04","Wholesale","mouse","office",3,1527.74,"cheque","washington","Ali"
"1324",2192,"2023-12","Retail","mouse","electronics",1,1527.74,"cheque","chicago","Fatima"
"1325",2193,"2022-11","Wholesale","keyboard","electronics",3,2992.77,"cheque","new york","John"
"1326",2194,"2023-06","Online","laptop","office",2,1527.74,"cash","chicago","John"
"1327",2196,"2023-02","Online","mouse","office",1,1527.74,"transfer","new york","Sara"
